car_id,model,version_extracted,year,price_million,odo,gearbox,fuel,body_type_clean,origin_clean,exterior_color,is_single_owner,seats_clean,image_folder,description
p30_s13_1774764763,BT-50,AT,2015.0,320.0,170000.0,Tự động,Dầu,Pick-up (bán tải),Khác,Bạc,False,5,car_p30_s13_1774764763,Xe nhà đang sử dụng - máy móc nguyên zin Odo 17 vạn Xe đi lại ít - không còn nhu cầu sử dụng Xem xe tại nhà 147 vạn phúc hà đông
p31_s5_1774764901,Mazda 3,1.5 AT,2015.0,355.0,110000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,car_p31_s5_1774764901,"- Bán xe Mazda3 1.5AT màu trắng, sản xuất 2015 tên cá nhân biển hà nội, chạy 11v km bảo dưỡng đầy đủ lên xe còn cực mới và đẹp, gầm bệ êm ái chắc lịch, máy số ngọt ngào, cam kết xe zin, ko đâm đụng va quyệt, keo chỉ cột kèo đinh tán zin, máy số động cơ nguyên bản, ko ra máy ko thuỷ kích ko ngập nước, check tes thoả mái... - Xe trang bị : Ghế da xịn theo xe, màn hình cam lùi, đề nổ cửa nóc, điều hoà auto, tích hợp vô lămg, ga tự động, gập gương, và nhiều tính năng khác theo xe ...!"
p33_s5_1774765339,Mazda 6,2.5 AT,2015.0,415.0,100000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,car_p33_s5_1774765339,"🚘Mazda6 2015 2.5At ✅Odo 10 vạn chuẩn ✅Bảo dưỡng Full hãng ✅Đèn bi led ✅Cam360, cảm biến trước sau ✅4 vỏ mới  Giá 415 triệu 📲*** em Nhường"
p35_s1_1774765682,Mazda 3,Unknown,2015.0,345.0,80000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,car_p35_s1_1774765682,"Mazda 3 2015 xe cực đẹp chạy 8v Vừa đăng kiểm xong, 4 lốp vừa thay Ai mua liên hệ trực tiếp Xin cảm ơn"
p36_s6_1774765939,BT-50,Unknown,2015.0,339.0,170000.0,Tự động,Dầu,Bán tải,Thái Lan,Đen,False,5,car_p36_s6_1774765939,Bt50 sản suất 2015 bản 1 cầu 2.2  Xe đã chạy được 17 vạn  Giá bán 339 triệu  LH ***
p39_s13_1774766633,Mazda Other,2.0 AT 2WD,2015.0,420.0,65000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,False,5,car_p39_s13_1774766633,"✨ MAZDA CX-5 2.0 AT 2013 - HÀNG SIÊU CỌP, ĐẸP HIẾM CÓ ✨ Cần nhượng lại mẫu CUV đô thị cực chất, xe gia đình sử dụng kỹ, tình trạng hoàn hảo: ✅ Sản xuất: 2013 ✅ Odo: 65.000 km (Xe cực cọp so với đời) ✅ Phiên bản: 2.0 AT (Số tự động 6 cấp mượt mà) ✅ Trang bị nổi bật: • Mâm 19 inch thể thao. • Ghế lái chỉnh điện, tích hợp sấy ghế. • Cửa sổ trời thoáng đãng. • Smart Cruise Control. • Đặc biệt: Lốp dự phòng chưa hạ. ✅ Tình trạng: Nội ngoại thất nguyên bản, máy móc êm ru, bảo dưỡng đầy đủ. 💰 Giá chào: 4xx min triệu (thương lượng cho anh em nhanh gọn) 📍 Xem xe: QL13, đối diện BV Hạnh Phúc. 📞 Liên hệ Tuấn: zalo/tele/wechat"
p40_s1_1774766706,Mazda 6,2.5 AT,2015.0,380.0,150000.0,Tự động,Xăng,Sedan,Khác,Khác,True,5,car_p40_s1_1774766706,"Xe full oftion chính chủ, độ đồ chơi rất nhiều . Giá đăng cho người thực sự muốn mua nha"
p41_s0_1774766893,Mazda 6,2.5 AT,2015.0,370.0,180000.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,False,5,car_p41_s0_1774766893,"Mazda 6 2.5L- màu trắng sx2015 . Mới về Odo: 18v km, xe chuẩn như quảng cáo Không đâm đụng Tình trạng: Xe đẹp, máy móc vận hành êm, nội ngoại thất sáng bóng"
p43_s0_1774767328,Mazda 6,2.5 AT,2015.0,420.0,94000.0,Tự động,Xăng,Sedan,Khác,Khác,False,5,car_p43_s0_1774767328,"#MAZDA6 2.5L 2015 Tên cá nhân biển HN từ mới Đẹp keng ko lỗi nhỏ Odo hơn 9v km Sẵn xe giao ngay Giá quanh 400 Xem xe tại Long Biên , HN Xin cảm ơn ❤️"
p45_s3_1774767796,Mazda 6,2.5 AT,2015.0,400.0,40000.0,Tự động,Xăng,Sedan,Nhật Bản,Trắng,False,5,car_p45_s3_1774767796,"Mazda 6 màu trắng, xe Nhật Bản, thiết kế sang trọng, vận hành êm ái.  - Xe 5 chỗ, hộp số tự động, dùng nhiên liệu xăng.  - Ngoại hình đẹp, nội thất tiện nghi.  - Xe sẵn sàng lăn bánh. Xe đi chuẩn 4v klm . Bao texxt dưới mọi hình thức  Xem xe hóc môn tp hcm"
p46_s16_1774768183,Mazda 3,1.5 AT Sedan,2015.0,340.0,101235.0,Tự động,Xăng,Sedan,Việt Nam,Xanh,False,5,car_p46_s16_1774768183,"Auto Phát Thịnh vừa về Mazđa 3 sx 2015 màu xanh,bản full xe cực đẹp, chủ nữ công chức sd cẩn thận nên mọi chi tiết còn zin hêt, cam kết không đâm đụng ngập nước máy móc keo chỉ zin, giá hợp lý ,xem xe tại 92 Hồng Đô, Phú Đô, gần Svđ Mỹ đình HN"
p48_s14_1774768653,Mazda 6,2.5 AT,2015.0,400.0,46272.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,5,car_p48_s14_1774768653,Mazda 6 sản xuất năm 2015  • Odo chuẩn 4v6 Trang bị:  • Loa Bose cao cấp  • Màn hình Android giải trí   • Xe không lỗi nhỏ  Cam kết 3 KHÔNG:  • Không đâm đụng  • Không ngập nước  • Không tua odo * BAO CHECK TEST MỌI NƠI  • tp Hồ Chí Minh  • Liên hệ xem xe và thương lượng giá
p50_s9_1774769077,CX-5,2.0 AT,2015.0,399.0,79000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,5,car_p50_s9_1774769077,"Bán Mazda CX5 2.0L 5 chỗ số tự động Sx 10/2015  Xe một chủ mua mới  Xe có ghế chỉnh điện, gương gập điện, điều hoà 2 vùng độc lập, nút bấm tích hợp trên vô lăng… Xe đẹp anh chị mua xài an tâm"
p50_s12_1774769111,Mazda 3,1.5 AT Hatchback,2015.0,359.0,60000.0,Tự động,Xăng,Hatchback,Khác,Bạc,True,5,car_p50_s12_1774769111,"SẮM OTO ĐI TẾT ANH EM ƠIIIIIIII  📲MAZDA 3 2015 1.5 AT xe gốc Gia Lai 1 chủ mua mới từ đầu Odo 6 vạn chuẩn  ✴️Xe phố chính chủ dễ dàng sang tên ✴️Máy móc zin nguyên êm ru ✴️Xe chưa đâm đụng ngập nước ✴️Đã lên màu cực dễ thương  🔥NHANH TAY NÀOOOOOOO🔥  ⭕️ Giá : ib mình sẽ có giá *** nhé ➖➖➖➖➖➖➖➖➖➖➖➖➖➖ 📌 𝐇Ỗ 𝐓𝐑𝐎̛̣ 𝐓𝐑𝐀̉ 𝐆𝐎́𝐏 𝐔̛𝐔 Đ𝐀̃𝐈:   💰 Trả góp 0đ - không cần trả trước   ✔ Duyệt hs nhanh – Không thẩm định người thân   ✔ Hỗ trợ cả khách có nợ xấu  ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ ✨ 🏪 CẦM ĐỒ NINA – CỨ ĐƯA LÀ CẦM ✨  🔒 An toàn – Minh bạch – Thủ tục nhanh gọn ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ 📌 DỊCH VỤ ĐA DẠNG: 🛑 Công nghệ - Điện tử: • Máy tính, laptop • Máy ảnh, máy quay phim • Máy chiếu, console game • Đồ chơi công nghệ cao 🛑 Phương tiện giao thông: • Xe đạp, xe máy • Ô tô, xe tải 🛑 Tài sản giá trị: • Vàng, trang sức • Bằng lái xe các loại 🛑 Khác: • Sim số đẹp • Đồ dùng văn phòng • Đồ điện gia dụng ━━━━━━━━━━━━━━━━━━━━ 📞 GỌI NGAY/ZALO: ***-*** 📍 Địa chỉ: 106a Cách Mạng Tháng 8 - Pleiku- Gia Lai 📍 Địa chỉ: 04 Nguyễn Tất Thành - Pleiku- Gia Lai 📍 Địa chỉ: 292 Lê Duẩn - Pleiku- Gia Lai 🛡FB : CẦM ĐỒ NINA 🔰 HỖ TRỢ NHIỆT TÌNH – ĐỊNH GIÁ NHANH – BẢO QUẢN TÀI SẢN AN TOÀN #MáyTính #Laptop #Macbook #PC #MáyẢnh #MáyQuay #MáyChiếu #Loa #Amply #ConsoleGame #Nintendo #Sim #XeMáy #Ôtô #XeTải #XeĐạp #TrangSức #ĐồngHồ #Casio #MáyIn #MáyFax #Tivi #TủLạnh #MáyGiặt #ĐiềuHoà"
p1_s12_1774726262,Mazda 6,2.0 AT,2016.0,368.0,100000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,car_p1_s12_1774726262,"Bán Mazda 6 2016 bản full số tự động cửa sổ nóc 2.0 Xe gia đình sử dụng, bao zin không lỗi Máy zin, keo chỉ đủ, cam kết không cấn đụng, không thuỷ kích Nội thất đẹp, ghế da sạch sẽ, có màn hình cam lùi đầy đủ, trần nỉ cửa sổ nóc Ngay chủ đã rút hs gốc cầm tay giá 368 triệu Xem xe ngã 4 Hoà Lợi, Bến Cát, Bình Dương Liên hệ: ***"
p2_s1_1774726376,Mazda 3,1.5 AT Sedan,2016.0,355.0,86868.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p2_s1_1774726376,"🚘 Mazda 3 1.5AT sản xuất 2016 full đồ chơi giá 355tr.  📝 Odo 86km xe cá nhân gia đình dùng, cam kết bằng văn bản chất lượng xe không cấn đụng, không ngập nước, máy móc nguyên bản, keo chỉ nguyên bản.  🎉 Full đồ chơi: Cửa sổ trời, màn android 15inch lớn, đèn pha 4 bi led, đèn daylight led, đèn hậu led, bi gầm led, ca lăng kim cương, ốp heo, ốp lẫy số, full nt da kem, trần da lộn, film cách nhiệt, mâm sơn đen, 2 chìa khóa,...  ☎️ *** - Auto 2K ✅ Xem xe TP. Thủ Đức, HCM."
p2_s15_1774726524,BT-50,2.2L 4x2 AT,2016.0,350.0,90000.0,Tự động,Dầu,Pick-up (bán tải),Thái Lan,Khác,False,5,car_p2_s15_1774726524,"Mazda BT50 2016, số tự động, nhập Thái. Xe đi ít bảo dưỡng đầy đủ, lên full phụ kiện. Không lỗi lầm gì, xe nguyên bản cả xe chưa qua sửa chữa. Bao check test thoải mái. Giá loanh quanh 300 Ai quan tâm liên hệ ⓪➑⑥➐④➒③⑦➑⑥"
p5_s16_1774727202,Mazda 3,1.5 AT,2016.0,405.0,45000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,True,5,car_p5_s16_1774727202,"KHÔNG TIẾP CÒ XE; SALE XE! Bán xe Mazda 3 sedan 1.5 sx 2016  Xe chính chủ, chủ đầu tiên Xe mới đi 45.000 km, bảo dưỡng đầy đủ. Xe nhà đi loanh quanh HCM. Xem xe tại quận Tân Phú TPHCM. Giá bán : 405 triệu."
p6_s13_1774727373,CX-5,2.0,2016.0,455.0,95000.0,Tự động,Xăng,SUV,Khác,Trắng,True,5,car_p6_s13_1774727373,mada cx5 sản xuất 2016 máy 2.0 xe 1 chủ mua mới từ đầu. xe rất đep máy zin. nôi thất zin gầm đep. mâm zin vỏ mới. xe khg lỗi
p7_s13_1774727586,CX-5,2.5 AT 2WD,2016.0,448.0,90000.0,Tự động,Xăng,SUV / Cross over,Khác,Đỏ,False,5,car_p7_s13_1774727586,"Mình cần bán Mazda CX5 2016 bản cao cấp 2.5AT xe cực đẹp , cam kết ko tai nạn ngập nước thuỷ kích, máy số nguyên bản, ai mua ko tin tưởng có thể nhờ người qua xem thoải mái ạ"
p8_s2_1774727671,Mazda Other,Unknown,2016.0,348.0,152000.0,Tự động,Dầu,Unknown,Thái Lan,Khác,False,5,car_p8_s2_1774727671,"Đổi xe nhà cần bán Bt50 2016 rất đẹp, đi đó giờ k đâm va chỉ xướt sát sơn dặm, máy móc zin, nắp thùng thấp, bảo dưỡng định kì, cách âm cực kì tốt, xe có lên màn hình bọc trần ghế đầy đủ, lốp mới, mua về chỉ chạy k phải làm gì cũng mới bảo dưỡng và đăng kiểm, ai mua liên hệ xin cảm ơn"
p8_s6_1774727716,Mazda Other,2.0 AT,2016.0,465.0,105000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,5,car_p8_s6_1774727716,"🚘 Mazda Cx5 2.0 Sx 2016 Một Chủ Mua Mới  - Odo 10Vạn Chuẩn  - Xe Rin Ko Lỗi Máy Số Rin, Cửa Nẻo Keo Chỉ Rin  Giá 465 Triệu ( Bao Hồ Sơ ) ☎️ ***. ☎️ ***."
p8_s11_1774727759,Mazda 3,1.5 AT Sedan,2016.0,359.0,91000.0,Tự động,Xăng,Sedan,Khác,Xanh,False,5,car_p8_s11_1774727759,Xăng lên cao đi mazda3 là hêt bài . Máy 1.5 rât tiết kiệm nè  — Mazda3 sx 2016 xanh Cavansai . gốc sg chuẩn zin đét . Bánh sơ cua zin chưa dùng lần nào — Odo 9v km . 4 vỏ lốp mới thay dày cui . Xe mua về đúng nghĩa đổ xăng là đi . — Cam kết ko tai nạn - ko ngập nước . máy zin số zin - nắp dàn cò zin chưa mở - chân máy zin . Keo chỉ ko mất phân nào . 4 cửa zin ko chạm mở . Còn đủ 2 remost  — Nâng cấp đèn led siu sáng .
p8_s13_1774727777,Mazda 3,1.5 AT Sedan,2016.0,355.0,86868.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p8_s13_1774727777,"🚘 Mazda 3 1.5AT sản xuất 2016 full đồ chơi giá 355tr.  📝 Odo 86km xe cá nhân gia đình dùng, cam kết bằng văn bản chất lượng xe không cấn đụng, không ngập nước, máy móc nguyên bản, keo chỉ nguyên bản.  🎉 Full đồ chơi: Cửa sổ trời, màn android 15inch lớn, đèn pha 4 bi led, đèn daylight led, đèn hậu led, bi gầm led, ca lăng kim cương, ốp heo, ốp lẫy số, full nt da kem, trần da lộn, film cách nhiệt, mâm sơn đen, 2 chìa khóa,...  ☎️ *** - Auto 2K ✅ Xem xe TP. Thủ Đức, HCM."
p10_s11_1774728090,Mazda 3,1.5 AT,2016.0,355.0,86000.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p10_s11_1774728090,"🚘 Mazda 3 1.5AT sản xuất 2016 full đồ chơi giá 355tr.  📝 Odo 86km xe cá nhân gia đình dùng, cam kết bằng văn bản chất lượng xe không cấn đụng, không ngập nước, máy móc nguyên bản, keo chỉ nguyên bản.  🎉 Full đồ chơi: Cửa sổ trời, màn android 15inch lớn, đèn pha 4 bi led, đèn daylight led, đèn hậu led, bi gầm led, ca lăng kim cương, ốp heo, ốp lẫy số, full nt da kem, trần da lộn, film cách nhiệt, mâm sơn đen, 2 chìa khóa,...  ☎️*** - Auto 2K ✅ Xem xe TP. Thủ Đức, HCM."
p10_s14_1774728116,Mazda 2,1.5 AT Sedan,2016.0,300.0,56899.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,True,5,car_p10_s14_1774728116,"——THÔNG TIN XE——  • Hiệu xe: Mazda2  • Moden: 2016  • Màu xe: Trắng  • Động cơ : 1.5- Số Tự Động  • ODo: 56ngan/km —————————————————— • Tình Trạng : xe zin chính chủ Gia Đình sử Dụng ít Đi , không kinh Doanh  • Trạng Bị : Màng Hình lớn Zetes Fun Chức năng + Camara Hành Trình + Camra De cảm biển + 4 Vỏ Mới thay mới..v..v… 💰💵 bay nhanh: 299tr"
p11_s3_1774728204,Mazda 6,2.5 AT,2016.0,389.0,130000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,True,5,car_p11_s3_1774728204,"E chính chủ cần bán  Mazda 6 2016 2.5 AT Full kịch sàn , chạy 13 vạn xịn , bao check test hãng .  Xe 1 chủ mua mới từ đầu , Full ls bảo dưỡng hãng , xe zin không lỗi ."
p11_s7_1774728237,Mazda 3,1.5 AT Sedan,2016.0,368.0,70000.0,Tự động,Xăng,Sedan,Thái Lan,Trắng,True,5,car_p11_s7_1774728237,MAZDA 3 2016 bản tự động odo 70.000km . Xe hoàn hảo 1 chủ mua mới từ đầu nước sơn zin cả xe . Giá 3xx . 📲:***
p12_s4_1774728383,Mazda 3,Unknown,2016.0,359.0,92000.0,Tự động,Xăng,Sedan,Việt Nam,Xanh,False,5,car_p12_s4_1774728383,— Mazda3 sx 2016 xanh Cavansai . gốc sg chuẩn zin đét  — Odo 9v km . 4 vỏ lốp dày cui . Xe mua về đúng nghĩa đổ xăng là đi tết . — Cam kết ko tai nạn - ko ngập nước . máy zin số zin - nắp dàn cò zin chưa mở - chân máy zin . Keo chỉ ko mất phân nào . Còn đủ 2 remost  — Nâng cấp đèn led siu sáng . Bánh sơ cua zin chưa hạ
p12_s15_1774728476,Mazda 3,1.5 AT Sedan,2016.0,340.0,120000.0,Tự động,Xăng,Sedan,Khác,Xám,True,5,car_p12_s15_1774728476,"Mazda 3 đời 2016 màu xám, dáng sedan thể thao, sang trọng.  💥 Điểm ăn tiền: ✔️ Form thể thao, nhìn trẻ hơn tuổi ✔️ Nội thất sạch sẽ – zin từ đầu tới cuối ✔️ Máy 1.5 êm ru – tiết kiệm xăng như người yêu cũ tiếc tiền 🤣 ✔️ Đăng kiểm dài, xách đi chạy luôn 👉 Tầm tiền này mà kiếm được em sedan ngon – bổ – rẻ như này là hiếm lắm nha! 💬 Cam kết:  • Không đâm đụng, không ngập nước  • Bao check hãng thoải mái  • Mua về chỉ việc đổ xăng là chạy, không phải nghĩ 😎 👉 Xem xe trực tiếp tại 85 Nguyễn Hồng Ánh, Đà Nẵng giá cả còn thương lượng"
p12_s17_1774728494,Mazda 3,1.5 AT Hatchback,2016.0,360.0,140000.0,Tự động,Xăng,Hatchback,Việt Nam,Cam,False,5,car_p12_s17_1774728494,"💥 Mazda 3 xe tư nhân chủ đi giữ gìn sản xuất 2016 lăn bánh 2017 bản sport full kịch túi khí quanh xe -Trang bị:động cơ 1.5L máy cực tiết kiệm chỉ 6l/100 Km. - Ga tự động, gẩy số vô lăng, hệ thống dừng/khởi động i-stop, hệ thống phanh Abs 4 bánh, túi khí an toàn, 02 chế độ lái, màn hình DVD, cam lùi nguyên bản theo xe, chìa khoá thông minh sờ nổ, xi nhan trên gương, gương kính chỉnh điện… 👉 Tình trạng xe :  - Keo chỉ zin không đâm va ko ngập nước .  - Máy số zin nguyên bản theo nhà máy chưa sờ cà lê keo tai chuột nguyên bản   🔹️Niêm yết: 360 triệu (bao rút hồ sơ) 🔸Cam kết xe không đâm đụng, không ngập nước, pháp lý rõ ràng. 🔸xem xe Hải Phòng 📲☎️ ***"
p13_s3_1774728539,Mazda 3,1.5 AT Sedan,2016.0,336.0,150000.0,Tự động,Xăng,Sedan,Khác,Cam,True,5,car_p13_s3_1774728539,"Mazda 3 1.5AT - 2016  👉 Sedan hạng C, thiết kế trẻ trung, sang trọng. 👉 Động cơ 1.5L SkyActiv mạnh mẽ, vận hành êm ái, tiết kiệm xăng khoảng 6L/100km. 👉 Trang bị: cửa sổ trời, chìa khoá smartkey, đề nổ start/stop, màn hình giải trí, camera lùi, lẫy số trên vô lăng, hệ thống an toàn ABS, cân bằng điện tử, nhiều túi khí. 🤝 Xe đi kỹ, bảo dưỡng đều. Chính chủ cần bán, không qua trung gian."
p14_s3_1774759006,Mazda 3,1.5 AT Sedan,2016.0,336.0,150000.0,Tự động,Xăng,Sedan,Khác,Cam,True,5,car_p14_s3_1774759006,"Mazda 3 1.5AT - 2016  👉 Sedan hạng C, thiết kế trẻ trung, sang trọng. 👉 Động cơ 1.5L SkyActiv mạnh mẽ, vận hành êm ái, tiết kiệm xăng khoảng 6L/100km. 👉 Trang bị: cửa sổ trời, chìa khoá smartkey, đề nổ start/stop, màn hình giải trí, camera lùi, lẫy số trên vô lăng, hệ thống an toàn ABS, cân bằng điện tử, nhiều túi khí. 🤝 Xe đi kỹ, bảo dưỡng đều. Chính chủ cần bán, không qua trung gian."
p14_s13_1774759116,Mazda Other,2.2L 4x2 AT,2016.0,350.0,109000.0,Tự động,Dầu,Unknown,Thái Lan,Cam,False,5,car_p14_s13_1774759116,"Cần bán lại xe bán tải Mazda BT50 số tự động hoặc giao lưu xe 7 chổ Tặng Full đồ chơi Đèn Bi trước full led sau. bi cảng. Màn hình , cam 360 + loa sud điện  Xem xe tại Địa chỉ: 594/11C Hương Lộ 2, Phường Bình Trị Đông, (Quận Bình Tân củ) TP.HCM"
p15_s7_1774759280,Mazda 3,1.5 AT Sedan,2016.0,385.0,75000.0,Tự động,Xăng,Sedan,Việt Nam,Cam,True,5,car_p15_s7_1774759280,"Mazda 3 AT (std) 1.5 nhiều đồ cơ bản ( đăng kiểm vô tư) đời 2016 bstp chính chủ. Còn 2 rmot v..v  Dàn ngoài Mâm + heo 👉🏼 chuẩn size zin Hai ghế trước chĩnh điện 8 hướng + quạt gió Đèn trước full M6 led bi gầm siêu sáng. Đèn hậu audi cực đẹp Xinhan tích hợp trên gương Bấm mở cốp sau auto Galang carbon + lãy số tay Camera 360 quoanh xe + cam hành trình Loa bos vô 4 cánh dập bao phê Pô on off nghe bao phê v..v  👉🏼Cam kết xe ko cắn đụng ngập nước 5 cửa zin. Máy móc zin chao chưa mở, bao rút nhập sang tên cho ae, có sao nói vậy cho đỡ mất time đôi bên. Khuyến khích ae lên xem xe trực típ ở ngoài còn keng hơn nhiều👍👍  Call *** ☎️ ***"
p16_s8_1774759548,Mazda 6,2.0 AT,2016.0,398.0,160000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,car_p16_s8_1774759548,"🚗 Mazda 6, dòng Sedan sang trọng, màu trắng tinh tế. 🚗 Sản xuất năm 2016, số tự động, động cơ xăng mạnh mẽ và tiết kiệm nhiên liệu. 🚗 Số chỗ ngồi: 5 🚗 Odometer cực thấp, chỉ 160 km, xe gần như mới. 🚗 Phiên bản 2.0 🚗 Ngoại thất xe màu trắng sang trọng, lịch lãm, phù hợp với nhiều đối tượng khách hàng. 🚗 Nội thất rộng rãi, thoải mái, được trang bị nhiều tiện nghi hiện đại. 🚗 Động cơ vận hành êm ái, mạnh mẽ, mang lại trải nghiệm lái tuyệt vời. 🚗 Hộp số tự động chuyển số mượt mà, không giật cục. 🚗 Xe được bảo dưỡng định kỳ, đảm bảo chất lượng vận hành ***. 🚗 Thích hợp cho cả nhu cầu đi lại hàng ngày và những chuyến đi xa. 🚗 Hệ thống an toàn đầy đủ, giúp bạn yên tâm trên mọi hành trình. 🚗 Khung gầm chắc chắn, mang lại cảm giác lái đầm chắc. 🚗 Xe không đâm đụng, không ngập nước, đảm bảo chất lượng. 🚗 Giấy tờ đầy đủ, hợp lệ, sang tên nhanh chóng. 🚗 Một lựa chọn tuyệt vời cho những ai đang tìm kiếm một chiếc sedan chất lượng cao với chi phí hợp lý. 🚗 Thiết kế hiện đại, không lỗi thời, luôn thu hút mọi ánh nhìn. 🚗 Tiết kiệm nhiên liệu, giảm chi phí vận hành. 🚗 Dễ dàng di chuyển trong thành phố và trên đường trường. 🚗 Mang lại sự tự tin và phong cách cho người sở hữu."
p16_s11_1774759583,Mazda 6,2.5 AT,2016.0,389.0,139000.0,Tự động,Xăng,Sedan,Khác,Trắng,True,5,car_p16_s11_1774759583,"🚗 CẦN BÁN MAZDA 6 2.5AT SX 2016 – 1 CHỦ TỪ ĐẦU 🚗  🔹 Xe gia đình sử dụng, giữ gìn kỹ, 1 chủ từ đầu 🔹 Động cơ 2.5 mạnh mẽ, vận hành êm ái,  🔹 Số tự động, full option: ghế da, màn hình, camera lùi, điều hòa auto 🔹 Nội thất sạch đẹp, ngoại thất còn zin, không tai nạn, không ngập nước 🔹 Bảo dưỡng định kỳ đầy đủ  📌 Xe chạy ổn định, mua về đi ngay   💰 Giá: thương lượng nhẹ cho anh em thiện chí 📍 Xem xe: Ô8, Đường DA6, Khu Dân Cư Vietsing, Thuận Giao, TP Hồ Chí Minh.  📞 Liên hệ: ***"
p16_s14_1774759621,Mazda 3,1.5 AT,2016.0,355.0,86000.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p16_s14_1774759621,"🚘 Mazda 3 1.5AT sản xuất 2016 full đồ chơi giá 355tr. 📝 Odo 86km xe cá nhân gia đình dùng, cam kết bằng văn bản chất lượng xe không cấn đụng, không ngập nước, máy móc nguyên bản, keo chỉ nguyên bản. 🎉 Full đồ chơi: Cửa sổ trời, màn android 15inch lớn, đèn pha 4 bi led, đèn daylight led, đèn hậu led, bi gầm led, ca lăng kim cương, ốp heo, ốp lẫy số, full nt da kem, trần da lộn, film cách nhiệt, mâm sơn đen, 2 chìa khóa,... ☎️ *** - em Phát ✅ Xem xe TP. Thủ Đức, HCM.  #mazda32016 #mazda32017 #"
p16_s18_1774759668,Mazda 3,2.0 AT,2016.0,359.0,112000.0,Tự động,Xăng,Sedan,Việt Nam,Nâu,True,5,car_p16_s18_1774759668,"🚗 BÁN MAZDA 3 2016 – XE MỘT CHỦ SỬ DỤNG, GIÁ CHỈ 359 TRIỆU  Mazda 3 2016 form đẹp, xe gia đình sử dụng kỹ, một chủ từ đầu, vận hành êm ái – tiết kiệm nhiên liệu, phù hợp đi gia đình hoặc chạy dịch vụ.  🔹 Mazda 3 sản xuất 2016 🔹 ODO: 112.000 km 🔹 Xe một chủ sử dụng từ mới 🔹 Nội ngoại thất còn đẹp, máy móc êm ái 🔹 Option đầy đủ: màn hình Androi, camera 360 độ, camera lùi, điều hòa tự động, vô lăng tích hợp phím bấm, dàn vỏ Micheline mới thay  🔹 Xe đã kiểm tra tổng thể – zin chuẩn, sẵn sang tên  💰 Giá bán: chỉ 359 triệu - còn thương lượng   📍 Xem xe trực tiếp tại Fastcars Thủ Đức 📞 Liên hệ Thái Fastcars"
p17_s17_1774759910,Mazda 3,1.5 AT Hatchback,2016.0,368.0,100000.0,Tự động,Xăng,Hatchback,Việt Nam,Trắng,False,5,car_p17_s17_1774759910,"✔ Mazda 3 1.5 AT Hatchback ✓ Sản xuất: 2016 ✔ Odo: 10 vạn km, lịch sử bảo dưỡng định kỳ đầy đủ ✓ Biển Hà Nội , tên cá nhân, đã lên 1 số đồ chơi cần thiết …vv Cam kết xe không đâm va, không ngập nước, không phạt nguội, pháp lý xe minh bạch đầy đủ điều kiện sang tên.  Quý khách vui lòng liên hệ Ecoauto SURE để biết thêm thông tin và giá ưu đãi nhất."
p21_s1_1774760647,Mazda 3,1.5 AT Sedan,2016.0,355.0,86000.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p21_s1_1774760647,"🚘 Mazda 3 1.5AT sản xuất 2016 full đồ chơi giá 355tr.  📝 Odo 86km xe cá nhân gia đình dùng, cam kết bằng văn bản chất lượng xe không cấn đụng, không ngập nước, máy móc nguyên bản, keo chỉ nguyên bản.  🎉 Full đồ chơi: Cửa sổ trời, màn android 15inch lớn, đèn pha 4 bi led, đèn daylight led, đèn hậu led, bi gầm led, ca lăng kim cương, ốp heo, ốp lẫy số, full nt da kem, trần da lộn, film cách nhiệt, mâm sơn đen, 2 chìa khóa,...  ☎️ *** - Auto 2K ✅ Xem xe TP. Thủ Đức, HCM."
p23_s4_1774761112,Mazda 2,Unknown,2016.0,289.0,95000.0,Tự động,Xăng,Hatchback,Khác,Xám,False,5,car_p23_s4_1774761112,"🚘🚘MASDA2 - 2016  👉Nội thất tươi gầm bệ chắc , phụ tùng sẵn dễ thay thế sẵn đồ phổ thông  bên bán cam kết xe không tai nạn, k ngập nước, máy số zin đét ạ 🏠 Địa chỉ 90 Phạm hùng đối diện tòa Keangnam nam Từ liêm Hà Nội￼ ☎️***"
