car_id,model,version_extracted,year,price_million,odo,gearbox,fuel,body_type_clean,origin_clean,exterior_color,is_single_owner,seats_clean,engine_capacity,drivetrain_clean,airbags_clean,image_folder,description
p64_s6_1776276375,Mazda 3,1.5L Deluxe,2022,505.0,35000.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,True,5,1.5,FWD,7,car_p64_s6_1776276375,"E chính chủ cần bán xe m3 deluxe dky tháng 11 năm 22 dkiem đến 2027. Odo 3v5 bao check xe zin ko đâm đụng ngập nước keo chỉ máy số nguyên bản bảo dưỡng full lsu hãng sơn còn 90 mong muốn bán cho ae nào mua về sdung, mua bán chính chủ"
p31_s14_1774765006,Mazda 3,1.5 AT,2018,429.0,100000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,1.5,FWD,6,car_p31_s14_1774765006,"MAZDA 3 2018 XE HẠNG C , GIÁ CHỈ HƠN 400 TRIỆU Nếu anh em đang tìm một chiếc xe vừa đi làm sang, vừa đi chơi lịch lãm thì không thể bỏ qua em Mazda 3 này Đời xe Sản xuất 2018, form dáng Kodo trẻ trung, vượt thời gian. Option nổi bật Đã có phanh tay điện tử, chế độ lái Sport, cửa sổ trời, màn hình Mazda Connect... Nguồn gốc Biển Hà Nội Tình trạng Odo 10v km Xe chạy giữ gìn, bảo dưỡng đều, máy móc êm. Cam kết Bao check test toàn quốc theo yêu cầu. Xe sẵn sử dụng, không cần tốn thêm chi phí bảo dưỡng. Giá chào bán 429 Triệu Có thương lượng sâu cho anh em thiện chí."
p16_s3_1774759486,Mazda 3,1.5 Luxury,2025,628.0,12000.0,Tự động,Xăng,Sedan,Khác,Xanh,False,5,1.5,FWD,6,car_p16_s3_1774759486,"Mazda 3 Luxury đời 2025 màu xanh, xe 5 chỗ, số tự động, chạy xăng. - Thiết kế sang trọng, nội thất tiện nghi. - Động cơ vận hành êm ái, tiết kiệm nhiên liệu. - Xe giữ gìn cẩn thận, sẵn sàng lăn bánh."
p72_s6_1776277464,Mazda 2,Unknown,2022,385.0,70000.0,Tự động,Xăng,Hatchback,Thái Lan,Trắng,False,5,2.0,FWD,6,car_p72_s6_1776277464,Xe đi hơn 7 vạn. Ko xíu lỗi Bản ful. Giá cực rẻ rồi
p12_s11_1776269301,Mazda Other,2.5 Premium,2024,939.0,19000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,True,7,2.5,FWD,6,car_p12_s11_1776269301,"Tôi cần bán chiếc xe Mazda CX 8 thông tin như sau - Sản xuất 2024, bane Premium cao cấp - Lăn bánh 19.000km , bảo dưỡng đầy đủ hãng - Xe 1 chủ, giữ gìn kĩ càng. Bao đâm đụng, thuỷ kích, cây số chuẩn Mong tiếp ACE thiện trí, giá thương lượng với ACE Xin cám ơn"
p19_s3_1776270687,Mazda 3,Deluxe,2024,550.0,8000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,4,2.0,FWD,6,car_p19_s3_1776270687,"CẦN BÁN MAZDA 3 DELUXE 2024 LƯỚT 8.000 KM NHƯ MỚI Ưu đãi Hỗ trợ vay ngân hàng 70 định giá. Bao test hãng toàn quốc. Bảo hành từ 3 - 6 tháng. Tặng spa bảo dưỡng, thay nhớt khi giao xe. Nhận trao đổi bù trừ xe khác. Giao xe tận nơi toàn quốc. Xem xe tại KĐT Vạn Phúc, Thủ Đức, TpHCM. TƯ VẤN NHIỆT TÌNH - HỖ TRỢ HẾT MÌNH Vui lòng liên hệ số điện thoại bên dưới để được tư vấn chi tiết."
p26_s2_1774763715,Mazda 3,1.5L Luxury,2022,526.0,50000.0,Tự động,Xăng,Sedan,Khác,Đỏ,True,5,1.5,FWD,6,car_p26_s2_1774763715,"MAZDA 3 LUXURY 2022 một chủ từ mới đi hơn 4v bảo dưỡng full hãng. Lốp theo xe cả dàn Xe cam kết không đâm va ngập nước bao check test theo yêu cầu lỗi tặng xe. Ace quan tâm lh Xem xe tại 112, đường Bắc Nam, p. Phan Đình Phùng, Thái Nguyên."
p11_s8_1776269115,Mazda 2,Luxury,2024,465.0,5500.0,Tự động,Xăng,Hatchback,Khác,Khác,False,5,2.0,FWD,6,car_p11_s8_1776269115,Mazda 2 bản luxury sản xuất 2024 đăng kí lần đầu 2025 xe ít đi nên mới 100. Odo 5500km sơn zin 100 .
p46_s7_1774768089,CX-5,Premium Exclusive 2.0 AT,2024,855.0,14000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Xanh,False,5,2.0,FWD,6,car_p46_s7_1774768089,Cx5 exclusive sx2024 14.000km giữ làn bám đuổi hud kính nhớ ghế cốp điện... Chào 800 máy chục tr Xe gần như đập hộp rẻ dc hơn trăm củ dùng để lì xì năm mới
p33_s4_1774765326,CX-5,2.5 AT,2018,579.0,90000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Trắng,False,5,2.5,FWD,6,car_p33_s4_1774765326,"Lướt đến đây quý anh chị nghỉ tay xem ngay bài này đã nhé Biết đâu tìm từ lâu giờ mới thấy ưng ý E có Mazda CX5 bản full 2.5 AT sx 2018 fom mới odo hơn 9v km - Chủ xe rất giữ gìn và bảo dưỡng đầy nên xe siêu mới, nội thất da căng mịn, máy số khô sạch sáng nổ êm ru, gầm bệ chắc nịch - chạy thử 1 vòng chắc chắn hài lòng - đã lên màn hình cảm ứng cỡ lớn có cam 360, Đèn viền nội thất.... Ảnh chụp mộc chưa Spa nhé Cam kết động cơ nguyên bản, k tai nạn,k ngập nước, bao test hãng hoặc mọi gara Giá rất hợp lý và có thương lượng sâu cho ace thiện chí Quý anh chị hợp nhu cầu alo hoăc zalo e nhé Cảm ơn đã xem bài"
p37_s18_1774766229,Mazda 3,1.5L Luxury,2024,612.0,10600.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,5,1.5,FWD,6,car_p37_s18_1774766229,"Mazda 3 Luxury 2024 lướt 10.600km Odo 10.600km Giá bán 612 triệu Lên màn androi, cam360, phim cách nhiệt, áp suất lốp, led nội thất,.... CAM KẾT 𝐎𝐃𝐎 𝐂𝐡𝐮𝐚𝐧 - 𝐊𝐡𝐨𝐧𝐠 Đ𝐚𝐦 Đ𝐮𝐧𝐠 𝐍𝐠𝐚𝐩 𝐍𝐮𝐨𝐜 Xem xe Cần Thơ Lh"
p57_s9_1776275414,Mazda 6,2.0 MT,2004,125.0,186000.0,Số sàn,Xăng,Sedan,Nhật Bản,Cam,True,5,2.0,FWD,6,car_p57_s9_1776275414,"Mazd6 2004 2.0 bản đủ 2 túi khí, chính chủ biển tp gốc tp. Máy êm mạnh mẽ, dòng xe bền bỉ, tiết kiệm nhiên liệu, khung gầm chắc chắn chạy đầm chắc, hệ thống chống trơn trượt, thắng đĩa ABS an toàn., sơn mỏng bóng đẹp, hệ thống chỉnh điện hoàn hảo zin, đã lắp bi rất sáng. nội thất da nỉ zin, trần sàn nỉ zin sạch sẽ, đã lót thảm 3D sạch đẹp, ghế da zin sach sẽ. Kính đã dán fim cách nhiệt xịn toàn xe, Điều hoà mát, hệ thống nghe nhạc 6 đĩa zin đã lắp màn hình led lớn tích hợp camera hành trình, camera lùi, dàn mâm zin đẹp, vỏ mới, mới kiểm đăng kiểm, remot bloc cửa đầy đủ.chính chủ ký mua bán hay ủy quyền ok nhanh gọn, bao rút hồ sơ.. xe về chỉ đổ xăng là đi. Mời ae có nhu cầu đưa kỷ thuat đến xem teét độ chất cùa xe, Thank chợ tốt."
p8_s2_1774727671,Mazda Other,Unknown,2016,348.0,152000.0,Tự động,Dầu,Unknown,Thái Lan,Khác,False,5,2.0,FWD,6,car_p8_s2_1774727671,"Đổi xe nhà cần bán Bt50 2016 rất đẹp, đi đó giờ k đâm va chỉ xướt sát sơn dặm, máy móc zin, nắp thùng thấp, bảo dưỡng định kì, cách âm cực kì tốt, xe có lên màn hình bọc trần ghế đầy đủ, lốp mới, mua về chỉ chạy k phải làm gì cũng mới bảo dưỡng và đăng kiểm, ai mua liên hệ xin cảm ơn"
p24_s8_1776271478,Mazda 3,1.5L Premium,2019,415.0,80000.0,Tự động,Xăng,Sedan,Nhật Bản,Cam,True,5,1.5,FWD,6,car_p24_s8_1776271478,Gia đình đổi xe cần bán Mazda 3 đời 2019 bản đủ premium máy 1.5 ăn ít xăng tên chính chủ tôi gia đình đi ít mới 8 vạn cam kết nguyên rin cả xe ai có nhu cầu mua xin liên hệ xem xe tại nghi Xuân Hà Tĩnh xin cảm ơn
p30_s10_1774764730,CX-3,Premium,2022,570.0,26000.0,Tự động,Xăng,SUV,Khác,Xám,False,5,2.0,FWD,6,car_p30_s10_1774764730,"Em có con mazda CX3 bản premium mua cuối năm 2022 còn rất mới - ô tô sạch sẽ đẹp chưa sửa chữa, ổn định Tình trạng đi được 26.000km nữ đi ít chỉ chở con quanh thành phố Nguyên zin, không ngập nước, không tai nạn, không lỗi 5XX triệu Quan tâm ib hoặc alo em"
p17_s8_1774759810,CX-5,Premium,2024,805.0,8000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Khác,False,5,2.0,FWD,6,car_p17_s8_1774759810,"Nhu cầu đổi xe. Bán xe Mazda CX5 Premium Active. xe lăn bánh tháng 12/2024. Chạy 8.000 km, xe không lỗi nhỏ. Gia đình sử dụng cẩn thận, ít dùng. Giá bán 805 triệu. Liên hệ"
p50_s4_1774769026,Mazda 3,1.5L Luxury,2024,615.0,16000.0,Tự động,Xăng,Hatchback,Việt Nam,Cam,False,5,1.5,FWD,6,car_p50_s4_1774769026,"MAZDA 3 LUXURY 2024 XE LƯỚT CỰC ĐẸP, GIÁ HỜI Mazda 3 Luxury 2024 Odo 16.000 km xe chạy lướt, còn rất mới Giá 627 lựa chọn quá tốt trong phân khúc sedan hạng C Điểm nổi bật Thiết kế KODO hiện đại, trẻ trung, form xe thể thao Động cơ 1.5L vận hành êm ái tiết kiệm nhiên liệu Hộp số tự động mượt mà, phù hợp đi phố đường dài Nội thất sang trọng ghế da, màn hình trung tâm, vô lăng tích hợp phím chức năng An toàn vượt trội Cruise Control, Camera lùi, cảm biến, cân bằng điện tử, hỗ trợ khởi hành ngang dốc Cam kết Xe chuẩn pháp lý, không tai nạn, không thủy kích Odo chuẩn bao check test hãng/toàn quốc Hỗ trợ sang tên nhanh gọn Quan tâm inbox hoặc gọi ngay để xem xe thương lượng giá tốt"
p7_s1_1774727464,CX-5,2.0 Premium,2019,646.0,27000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,True,5,2.0,FWD,6,car_p7_s1_1774727464,"Mazda CX5 2.0L Premium 2019 Động cơ xăng 2.0L Skyactive San xuat 2019 Bien so tỉnh, Xe cá nhân đứng tên 1 chủ từ đầu Odo 27.000km Full lịch sử bảo dưỡng hãng, Sai tặng xe Gia Thương Lượng khi khach hang đen xem xe truc tiep. Option Film cách nhiệt cao cấp, Lót sàn Simily, Màn hình cảm ứng - Camera de, Cửa sổ trời, Ốp inox bệ bước lên xuống,....... Thu tuc sang ten đoi chu nhanh gon. Cam ket KHÔNG ĐÂM ĐỤNG KHÔNG NGẬP NƯỚC ODO ZIN ----------------------------------------------------------- AUTO PHÚ MỸ HƯNG 419 Đào Trí, Phường Phú Thuận, Quận 7, TP.HCM"
p54_s9_1776275109,Mazda Other,Deluxe,2020,699.0,62000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,False,7,2.0,FWD,6,car_p54_s9_1776275109,"𝐌𝐚𝐳𝐝𝐚 𝐂𝐗-𝟖 𝟐.𝟓𝐀𝐓 𝐌𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟏 𝐒𝐢𝐞𝐮 Đ𝐞𝐩 Xe màu Đen / Nội thất Đen Sản xuất 2020 ODO 6v km Full Ls Hãng Xe trang bị Động cơ Skyactiv-G 2.5L, Hộp số tự động 6 cấp, Hệ thống đèn full LED, Mâm hợp kim 19 inch, Ghế chỉnh điện bọc da cao cấp, Điều hoà 3 vùng độc lập, Màn hình 7 inch kết nối Apple Carplay và Android Auto, 6 Loa, Cốp điện, 6 túi khí, Camera sau,. Trang bị thêm Film cách nhiệt, thảm lót sàn, 𝐂𝐀𝐌 𝐊𝐄𝐓 Không đâm đụng Không ngập nước Không tua Km"
p71_s14_1776277344,Mazda 3,GLX 1.6MT,2000,55.0,12345.0,Số sàn,Xăng,Sedan,Nhật Bản,Khác,False,5,1.6,FWD,6,car_p71_s14_1776277344,Cần bán xe mazda 323 xe chạy ngon lành mạnh.máy lạnh mát tê tái.xem xe tại nhà
p39_s12_1774766622,BT-50,MT,2020,430.0,170000.0,Số sàn,Dầu,Pick-up (bán tải),Khác,Nâu,False,5,2.0,FWD,6,car_p39_s12_1774766622,"BÁN GẤP Mazda BT-50 số sàn 2 cầu màu nâu cà phê cực chất, sản xuất 2020, đã chạy 17v. Xe máy dầu bền bỉ, cài cầu điện hoạt động tốt, leo đèo đi công trình vô tư. Trang bị điều hòa mát sâu, kính chỉnh điện, màn hình giải trí, ghế nỉ rộng rãi. Khung gầm chắc chắn, vận hành ổn định, tiết kiệm nhiên liệu. Phù hợp đi làm, chở hàng hoặc off-road cuối tuần. Giá tốt cho anh em thiện chí XE ĐẸP CĂNG - AE TỰ TIN NHẬN CỌC"
p74_s0_1776277814,Mazda 2,1.5 AT,2013,238.0,7000.0,Tự động,Xăng,Hatchback,Việt Nam,Đỏ,False,5,1.5,FWD,1,car_p74_s0_1776277814,"Chiếc Mazda 2S Hatchback đời 2013, màu đỏ quyến rũ, đang tìm chủ nhân mới. Xe được sản xuất tại Việt Nam, mang đến sự tiện lợi và linh hoạt trong di chuyển hàng ngày. Thông tin chi tiết Loại xe Hatchback nhỏ gọn, phù hợp cho đô thị. Năm sản xuất 2013. Xuất xứ Việt Nam. Số chỗ ngồi 5 chỗ Màu sơn Đỏ nổi bật. Nhiên liệu Xăng. Hộp số Tự động, vận hành êm ái. Số Odo 7000 km, xe ít sử dụng. Xe được trang bị hộp số tự động, giúp việc lái xe trở nên dễ dàng và thoải mái hơn, đặc biệt trong điều kiện giao thông đô thị đông đúc. Động cơ xăng mạnh mẽ vừa đủ, kết hợp với thiết kế nhỏ gọn, giúp xe tiết kiệm nhiên liệu và dễ dàng di chuyển trên các con phố nhỏ. Nội thất xe được thiết kế đơn giản nhưng vẫn đảm bảo tiện nghi cơ bản cho người sử dụng. Hệ thống giải trí đáp ứng nhu cầu nghe nhạc, radio. Hệ thống an toàn bao gồm phanh ABS, túi khí, đảm bảo an toàn cho người lái và hành khách. Xe được bảo dưỡng định kỳ, hoạt động ổn định. Đây là lựa chọn phù hợp cho những ai tìm kiếm một chiếc xe nhỏ gọn, tiết kiệm nhiên liệu và dễ dàng di chuyển trong thành phố."
p62_s5_1776276160,Mazda 2,1.5 AT,2022,375.0,44000.0,Tự động,Xăng,Sedan,Khác,Cam,False,5,1.5,FWD,6,car_p62_s5_1776276160,"Mazda 2 Sx 2022 AT Sedan 1.5 L Nhập khẩu Tư nhân Đã đi 44, 000 Km Trang bị màn hình Androi camera lùi, camera hành trình , hệ thống âm thanh, kết nối Bluetooth/USB/AUX, khởi động bằng nút bấm, gương chiếu hậu chống chói tự động, và các tính năng an toàn như ABS, EBD, BA... - 𝐂𝐡𝐞𝐜𝐤 𝐭𝐞𝐬𝐭 𝐭𝐨𝐚𝐧 𝐪𝐮𝐨𝐜 -X𝐞 𝐤𝐡𝐨𝐧𝐠 tai nạn,𝐤𝐡𝐨𝐧𝐠 𝐧𝐠𝐚𝐩 𝐧𝐮𝐨𝐜, 𝐤𝐡𝐨𝐧𝐠 𝐛𝐨 𝐦𝐚𝐲 - 𝐏𝐡𝐚𝐩 𝐋𝐲 𝐫𝐨 𝐫𝐚𝐧𝐠,"
p13_s7_1776269434,Mazda Other,Unknown,2015,400.0,170000.0,Tự động,Xăng,SUV / Cross over,Khác,Bạc,True,7,2.0,FWD,6,car_p13_s7_1776269434,"Mazda CX-9 màu bạc, dòng SUV 7 chỗ rộng rãi, phù hợp gia đình. - Thiết kế sang trọng, nội thất tiện nghi. - Động cơ mạnh mẽ, vận hành êm ái. - Xe giữ gìn cẩn thận, sẵn sàng sử dụng. Năm sản xuất 2015 ODO 170,000 km 17 vạn Xe 1 chủ từ đầu, sử dụng gia đình Bảo dưỡng định kỳ đầy đủ, máy móc êm Không đâm đụng, không ngập nước Nội thất sạch sẽ, rộng rãi 7 chỗ Động cơ mạnh, chạy ổn định Do không sử dụng nhiều nên cần bán lại cho người thiện chí Giá mong muốn 400 triệu tròn Xem xe tại Phường Bình Thạnh Liên hệ Ai cần xe gia đình rộng, đi xa"
p20_s8_1774760501,Mazda 3,1.5L Deluxe,2020,445.0,70000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,1.5,FWD,6,car_p20_s8_1774760501,"Mazda3_2020 máy số keo chỉ zin nguyên bản, không cấn đụng ngập nước Giá loanh quanh 4đ Lh Đc ql25 Tuy Hoà Phú Yên Đắk Lắk mới"
p40_s0_1774766696,Mazda 6,Unknown,2017,486.0,96000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,True,5,2.0,FWD,6,car_p40_s0_1774766696,"Xe chính chủ trùng tên trên đăng ký xe, xem xe tại nhà riêng sản xuất 2017, đăng ký 2018, ít sử dụng, nguyên bản, chưa tai nạn, ngập nước, máy móc ngon, full lịch sử hãng"
p46_s5_1774768058,Mazda 6,2.0 Premium,2017,440.0,111000.0,Tự động,Xăng,Sedan,Nhật Bản,Khác,False,5,2.0,FWD,2,car_p46_s5_1774768058,Hiện e cần bán xe mazda 6 gd sữ dụng bản 2.0 premium full option lên mấy chục tiền đồ Tình trạng xe máy số keu chỉ zin ko đâm đụng ngập nước odo 113 ngàn Giá bán 440tr xem xe đà lạt lâm đồng
p37_s17_1774766217,Mazda 3,3.0,2022,505.0,13000.0,Tự động,Xăng,Sedan,Khác,Khác,False,5,3.0,FWD,6,car_p37_s17_1774766217,"Đầu năm e lên sóng 𝐌𝐚𝐳𝐝𝐚 𝟑 𝟐𝟎𝟐𝟐. 𝐎𝐝𝐨 𝟏𝟑.𝟎𝟎𝟎𝐤𝐦 rất mới. Mẫu xe Sedan phân khúc C được rất nhiều người lựa chọn. Giá hợp lí đầu xuân. Anh chị quan tâm alo em nhé - 𝐂𝐚𝐦 𝐊𝐞𝐭 Xe đẹp, Không Cấn Đụng Ngập Nước 𝑻𝒉𝒂𝒏𝒉 𝑵𝒂𝒎 𝑨𝒖𝒕𝒐 𝑫𝒂𝒌𝑳𝒂𝒌 - Chuyên Mua, Bán Xe Ôtô Đã Qua Sử Dụng. - Chuyên Nghiệp - Lịch Sự - Tận Tâm 𝐔𝐲 𝐓𝐢𝐧-𝐂𝐡𝐚𝐭 𝐋𝐮𝐨𝐧𝐠 Đ𝐚𝐭 𝐋𝐞𝐧 𝐇𝐚𝐧𝐠 Đ𝐚𝐮 𝟔𝟕𝟔-𝟔𝟕𝟖 𝐕𝐨 𝐕𝐚𝐧 𝐊𝐢𝐞𝐭, 𝐏.𝐓𝐡𝐚𝐧𝐡 𝐍𝐡𝐚𝐭 𝐃𝐚𝐤𝐋𝐚𝐤."
p34_s18_1776273092,BT-50,MT,2022,450.0,50000.0,Số sàn,Dầu,Pick-up (bán tải),Khác,Đỏ,False,5,2.0,FWD,6,car_p34_s18_1776273092,"Mazda BT50 màu đỏ, đăng ký 2022, odo 50.000 km , 5 vỏ còn theo xe ,xe đẹp k lỗi nhỏ - Xe số sàn, vận hành mạnh mẽ, bền bỉ. - Thiết kế bán tải khỏe khoắn, phù hợp nhiều mục đích sử dụng. - Xe giữ gìn cẩn thận, sẵn sàng lăn bánh."
p9_s0_1774727836,CX-30,3.0 Luxury,2023,615.0,43000.0,Tự động,Xăng,Pick-up (bán tải),Thái Lan,Đen,False,5,3.0,FWD,6,car_p9_s0_1774727836,"Mazda CX-30 Luxury 2023 Form đẹp, máy êm, giá mềm cho anh em chốt nhanh Mazda CX-30 Luxury 2023 Odo 43.000km Giá 6xx triệu Dòng CUV quốc dân thiết kế trẻ trung, gầm cao linh hoạt, chạy phố hay đi tỉnh đều cực kỳ hợp lý. Trang bị nổi bật Đèn Full LED trước/sau Màn hình trung tâm - Apple CarPlay - Androi Auto Ghế da cao cấp Điều hòa tự động Cruise Control Camera lùi, cảm biến hỗ trợ đỗ xe Xe zin đẹp, máy số nguyên bản, nội thất giữ gìn kỹ mua về sử dụng ngay. Cam kết Không đâm đụng Không ngập nước Bao check hãng hoặc gara theo yêu cầu Hỗ trợ ngân hàng lên đến 70 Liên hệ Nhanh tay inbox hoặc gọi trực tiếp để xem xe và thương lượng giá MazdaCX30 CX30Luxury2023 XeCuGiamGia OtoLuot XeDepGiaTot"
p47_s16_1776273848,Mazda 3,Luxury,2023,555.0,40000.0,Tự động,Xăng,Sedan,Việt Nam,Đỏ,True,5,2.0,FWD,6,car_p47_s16_1776273848,Chính chủ bán Mazda3 2023 Luxury Xe đi giữ gìn chạy chuẩn 4v Km Cam kết máy số keo chỉ zin Bao check test bên thứ 3 Hỗ trợ bank 70 giá trị xe
p24_s3_1776271439,CX-3,1.5 Luxury,2025,560.0,21000.0,Tự động,Xăng,SUV,Khác,Đỏ,True,5,1.5,FWD,6,car_p24_s3_1776271439,"Mazda CX-3 bản Luxury 1.5AT 2025 nhập thái, xe cá nhân- một chủ từ đầu. Sản xuất 2025 Hộp số Số tự động Màu Đỏ ODO 21.000Km - Giá Triệu Call Phong --------------------------------- AUTO SÀI GÒN Uy Tín - Tận Tâm - Chuyên Nghiệp"
p21_s17_1774760810,Mazda 3,1.5L Deluxe,2022,525.0,35000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,True,5,1.5,FWD,7,car_p21_s17_1774760810,"Mazda đời 2022 , xe 1 chủ từ đầu , xe ko có điểm chê , mua về như mới , odo 35ngàn , bớt ít lộc người thiện chí mua"
p8_s0_1776268611,Mazda 6,Unknown,2018,468.0,158900.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,2.0,FWD,6,car_p8_s0_1776268611,"Mazda 6 màu trắng, xe 5 chỗ, thiết kế sang trọng, không gian rộng rãi. - ODO 158.900 km. - Xe giữ gìn cẩn thận, vận hành êm ái. - Trang bị đầy đủ tiện nghi. - Không đâm đụng ngập nước"
p72_s16_1776277555,Mazda 3,Luxury 1.5 AT,2022,579.0,42000.0,Tự động,Xăng,SUV / Cross over,Thái Lan,Trắng,True,5,1.5,FWD,6,car_p72_s16_1776277555,"TẶNG BẢO HIỂM XE MỚI ĐĂNG KÍ , LỐP XE MỚI Ô xe này đẹp quá , chính chủ cần lên đời nên cần sang lại 5xx bé Mazda CX3 Luxury 2022 siêu lướt Phiên bản CX3 Luxury 2022 trang bị fulloption nội thất da cao cấp , Smartkey, start/stop , phanh tay điện tử , i-stop , đèn full led , túi khí quanh xe Xe mới đến 98 inbox e"
p15_s13_1774759358,Mazda 3,1.5L Deluxe,2019,455.0,90000.0,Tự động,Xăng,Sedan,Việt Nam,Đỏ,True,5,1.5,FWD,6,car_p15_s13_1774759358,"Mazda3 2019 deluxe Form mới 2020 ODOL 90.000 km Xe nguyên rin từ đầu đến cuối Xem xe 84 Phạm Hùng, Hoà Xuân, Đà Nẵng"
p13_s2_1776269405,Mazda 3,1.5L Premium,2022,550.0,58000.0,Tự động,Xăng,Sedan,Khác,Đỏ,False,5,1.5,FWD,6,car_p13_s2_1776269405,"MAZDA 3 PREMIUM 2022 Odo 58.000km. Keo chỉ, máy số nguyên zin nội ngoại thất cực đẹp, lốp sơ cua hạ. Trang bị Cửa sổ trời, HUD, phanh tay điện tử, i-Activsense đầy đủ..v.v Giá 550 triệu Bao rút hồ sơ - Hổ trợ vay ngân hàng 60, - Hổ trợ check test và giao xe mọi nơi, hổ trợ xem xe tại nhà khu vực BMT. Call/Zalo e"
p26_s19_1776271839,CX-8,2.5 Premium,2022,830.0,16000.0,Tự động,Xăng,SUV,Việt Nam,Xanh,True,7,2.5,FWD,6,car_p26_s19_1776271839,"Bán xe Mazda CX8 Premium 2022 AWD màu xanh cavansite, tên tư nhân, biển Hà Nội, 1 chủ từ mới, siêu lướt 16 nghìn km, xe rất đẹp, dàn lốp còn nguyên bản và rất dầy, lốp sơ cua mới tinh chưa hạ. Xe được trang bị động cơ xăng 2.5L, kết hợp với hộp số tự động, dẫn động 4 bánh toàn thời gian AWD cùng với rất nhiều option như nội thất da, lazang đúc, ghế chỉ điện, nhớ ghế, sấy ghế, điều hoà tự động 2 vùng độc lập, sạc điện thoại không dây, khoá thông minh, khởi động Stas/ stop, cảnh báo áp suất lốp, hệ thống âm thanh cao cấp loa Bose, phanh tay điện tử Auto hold, phanh khoảng cách, cảnh báo lệch làn, camera 360, cảm biến quanh xe, Hiển thị thông tin trên kính lái HUD Head-Up Display, Gương chiếu hậu gập điện Auto theo khoá xe, bậc cửa Hỗ trợ trả góp Vui lòng liên hệ để biết thêm chi tiết"
p3_s7_1774726699,Mazda 3,1.5 AT,2015,345.0,9000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,5,1.5,FWD,6,car_p3_s7_1774726699,-E Bán m3 2015 xe đẹp zin - xe về sẵn đi thôi - mời các bác qua chạy thủ xe và Chek ở đây tuỳ thích
p41_s11_1774767017,Mazda Other,Premium 2.0 AT,2021,695.0,38500.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Xanh,False,5,2.0,FWD,6,car_p41_s11_1774767017,"Lên sóng MAZDA_CX5 AT 2.0 Bản Premium máy xăng Date 12/2021 TP.HCM màu xanh Coban, 4 lớp thay mới, có dáng chống nhiệt 3M. bảo hiểm full xe 2 chiều còn hạn. Odo 38.000 km đúng chuẩn full lịch sử hãng, còn 3.500 km nữa mới bảo dưỡng tiếp, Biển số TP.HCM Máy móc bao Zin bao check hãng, Cam kết không cấn đụng , Không ngập nước Xe không lỗi lầm AE lấy về đi thôi Option đồ chơi gồm Camera hành trình quanh xe Màn hình Dàn đèn led Dàn thảm chân Màn hình vietmap Giấy tờ hợp pháp, hỗ trợ sang tên toàn quốc thuế 2 . Giá bán 6xx triệu Sáu trăm mấy chục triệu XX lớn, Luôn hết đồ chơi rút hồ sơ nhanh chóng và ship xe mọi miền tổ quốc Hotline / A. Phát Xe đang nằm tại 86 Đường 17A Bình Trị Đông B Quận Bình Tân TP.HCM Nhận giao lưu, mua bán, trao đổi xe, hỗ trợ trả góp qua ngân hàng hoặc quẹt thẻ tín dụng. Bao quay đầu tử 10 - 15 trong thời gian nhất định Hoa hồng hấp dẫn cho người giới thiệu"
p33_s6_1774765351,CX-30,Premium,2023,675.0,18000.0,Tự động,Xăng,Hatchback,Thái Lan,Cam,False,5,2.0,FWD,6,car_p33_s6_1774765351,"Mazda CX-30 Premium 2023 Đẹp chuẩn, chạy cực sướng Odo 17.000 km xe đi ít, giữ gìn kỹ Phiên bản Premium full option cần có Vận hành êm ái, cách âm tốt, gầm cao đi phố hay đường dài đều ổn Ngoại hình trẻ trung, nội thất sang phù hợp đi gia đình lẫn cá nhân Giá 6xx triệu Cam kết Xe không đâm đụng không ngập nước Máy số zin 100 - odo chuẩn Pháp lý rõ ràng - Hỗ trợ bank 70 Hỗ trợ sang tên thu xe cũ giá cao MazdaCX30 CX30Premium CX30Luxury XeLuot OtoCuHCM XeDepGiaTot MuaXeDauNam BanXeUyTin MazdaCX30 CX30Premium MazdaCu XeDepGiaTot"
p4_s6_1776268102,Mazda 3,1.6 AT,2011,285.0,100000.0,Tự động,Xăng,Sedan,Nhật Bản,Đen,True,5,1.6,FWD,6,car_p4_s6_1776268102,"Bán xe Mazda 3, 1.6 AT, sản xuất 2011 model 2012 xe nhập khẩu Nhật Bản, biển Hà Nội chính chủ, mua từ mới chạy chuẩn 10 vạn km, giá bán 285 triệu"
